ticker,company_name,fiscal_quarter,fiscal_year,calendar_date,debt_to_assets,book_to_market,earnings_yield,industry,sector
RTO,Rentokil Initial plc,Q4,2018,2018-12-31,0.41070907025799125,0.1128731537141838,-0.024975024975024976,Specialty Business Services,Industrials
RVT,Royce Value Trust Inc.,Q4,2017,2017-12-31,0.04501564308066367,1.8799033500880533,0.18907103825136612,Asset Management,Financial Services
RVT,Royce Value Trust Inc.,Q2,2018,2018-06-30,0.0,0.5439729304178377,5.3995680345572353e-05,Asset Management,Financial Services
RVT,Royce Value Trust Inc.,Q4,2018,2018-12-31,0.0,1.730254715787316,-1.0400552486187846,Asset Management,Financial Services
SBSW,Sibanye Stillwater Limited,Q4,2017,2017-12-31,0.337174879521715,11.391174706122078,-1.0501193317422435,Gold,Basic Materials
SBSW,Sibanye Stillwater Limited,Q2,2018,2018-06-30,0.350685708647822,23.236322497492637,-1.154639175257732,Gold,Basic Materials
SBSW,Sibanye Stillwater Limited,Q4,2018,2018-12-31,0.288551982384042,19.329842830178762,-0.9911504424778763,Gold,Basic Materials
SMYIX,Franklin Global Equity Fund Class I,Q1,2019,2019-03-31,0.0,1.4437367645313792,0.11960943856794143,Asset Management - Global,Financial Services
SNN,Smith & Nephew plc,Q4,2017,2017-12-31,0.18459191456903126,0.18124809829164965,0.03409478349812479,Medical - Devices,Healthcare
SNN,Smith & Nephew plc,Q2,2018,2018-06-30,0.19525476468300274,0.16563031670626874,0.020050125313283207,Medical - Devices,Healthcare
SNN,Smith & Nephew plc,Q4,2018,2018-12-31,0.18215659511105597,0.17426109941979875,0.027482823235477825,Medical - Devices,Healthcare
SSL,Sasol Limited,Q2,2018,2017-12-31,0.22648367934289723,11.474487098119354,0.37671004337671005,Chemicals - Specialty,Basic Materials
SSL,Sasol Limited,Q4,2018,2018-06-30,0.257814154154382,11.179024007204475,0.09231722428748451,Chemicals - Specialty,Basic Materials
SSL,Sasol Limited,Q2,2019,2018-12-31,0.1884261346439177,14.552910285156004,0.9150726855394032,Chemicals - Specialty,Basic Materials
STEW,"SRH Total Return Fund, Inc.",Q2,2018,2018-05-31,0.003761984512680216,,,Asset Management,Financial Services
STLA,Stellantis N.V.,Q4,2017,2017-12-31,0.18842355580016407,0.9955000693484333,0.07642124883504194,Auto - Manufacturers,Consumer Cyclical
STLA,Stellantis N.V.,Q2,2018,2018-06-30,0.16603875945628258,1.318514833335855,0.08727272727272727,Auto - Manufacturers,Consumer Cyclical
STLA,Stellantis N.V.,Q4,2018,2018-12-31,0.14996954775840535,1.4971372242921672,0.08907363420427554,Auto - Manufacturers,Consumer Cyclical
TEI,Templeton Emerging Markets Income Fund,Q4,2017,2017-12-31,0.00012650345281275445,2.248169455144182,0.06701940035273368,Asset Management - Income,Financial Services
TISVX,Transamerica International Sm Cp Val I,Q1,2019,2019-03-31,0.4907601753469198,0.5310754823713548,0.0020714285714285713,,
TNBIX,1290 SmartBeta Equity Fund Class I,Q1,2019,2019-03-31,0.0,1.7012008471803117,0.14093959731543623,Asset Management,Financial Services
TRTFX,T. Rowe Price Target Retirement 2060 Fund,Q1,2019,2019-03-31,0.33046374024792113,1.5182251554557937,0.05951115834218917,Asset Management,Financial Services
TY,Tri-Continental Corporation,Q4,2017,2017-12-31,0.0,2.040129569658992,0.1962066710268149,Asset Management,Financial Services
TY,Tri-Continental Corporation,Q2,2018,2018-06-30,0.0,1.9845169440057897,0.04471808165910564,Asset Management,Financial Services
TY,Tri-Continental Corporation,Q4,2018,2018-12-31,0.0,1.9022074453424227,-0.14583333333333334,Asset Management,Financial Services
TY-P,Tri-Continental Corporation PFD $2.50,Q4,2017,2017-12-31,0.0,0.8742595605405264,0.08408071748878924,Asset Management,Financial Services
TY-P,Tri-Continental Corporation PFD $2.50,Q2,2018,2018-06-30,0.0,0.826703467764831,0.01862850971922246,Asset Management,Financial Services
TY-P,Tri-Continental Corporation PFD $2.50,Q4,2018,2018-12-31,0.0,0.7092642986258645,-0.05437597099948214,Asset Management,Financial Services
TYG,Tortoise Energy Infrastructure Corporation,Q4,2017,2017-11-30,0.30788401684493294,1.8122598487622388,-0.24909541039801944,Asset Management,Financial Services
TYG,Tortoise Energy Infrastructure Corporation,Q2,2018,2018-05-31,0.2238026159893664,,,Asset Management,Financial Services
TYG,Tortoise Energy Infrastructure Corporation,Q4,2018,2018-11-30,0.2277349943669867,,,Asset Management,Financial Services
UL,Unilever PLC,Q4,2017,2017-12-31,0.3953222194575765,0.11535647194102366,0.024917724494593327,Household & Personal Products,Consumer Defensive
UL,Unilever PLC,Q2,2018,2018-06-30,0.4688202336108385,0.09724615472737176,0.025447042640990375,Household & Personal Products,Consumer Defensive
UL,Unilever PLC,Q4,2018,2018-12-31,0.44042653390742736,0.10415367355908112,0.057279236276849645,Household & Personal Products,Consumer Defensive
USA,Liberty All-Star Equity Fund,Q4,2017,2017-12-31,0.0003410808935464494,2.3128920572378266,0.2222222222222222,Asset Management,Financial Services
USA,Liberty All-Star Equity Fund,Q2,2018,2018-06-30,0.0,2.1173030240066257,0.07523510971786834,Asset Management,Financial Services
USA,Liberty All-Star Equity Fund,Q4,2018,2018-12-31,0.002479821668845024,2.089169668955802,-0.1843971631205674,Asset Management,Financial Services
UTF,"Cohen & Steers Infrastructure Fund, Inc",Q4,2017,2017-12-31,0.2773992354269404,1.8729229576459545,0.1144534115920763,Asset Management,Financial Services
UTF,"Cohen & Steers Infrastructure Fund, Inc",Q2,2018,2018-06-30,0.0,1.7807885343591536,-0.044510385756676554,Asset Management,Financial Services
UTF,"Cohen & Steers Infrastructure Fund, Inc",Q4,2018,2018-12-31,0.0,1.7921949478402683,-0.0698051948051948,Asset Management,Financial Services
UTG,Reaves Utility Income Fund,Q4,2017,2017-10-31,0.0,1.8128405172005935,0.04923413566739606,Asset Management - Income,Financial Services
UTG,Reaves Utility Income Fund,Q4,2018,2018-10-31,0.22192159564783046,1.668081049119969,0.10299527062532841,Asset Management - Income,Financial Services
VOD,Vodafone Group Public Limited Company,Q2,2018,2017-09-30,0.2488288447547883,1.472158551645695,0.0316301703163017,Telecommunications Services,Communication Services
VOD,Vodafone Group Public Limited Company,Q4,2018,2018-03-31,0.3120506005727589,1.4985488291523843,0.06719609040928529,Telecommunications Services,Communication Services
VOD,Vodafone Group Public Limited Company,Q2,2019,2018-09-30,0.37442765225198266,1.6440578444264784,-0.11949215832710978,Telecommunications Services,Communication Services
VOD,Vodafone Group Public Limited Company,Q4,2019,2019-03-31,0.4006873766291946,1.9175814150738704,-0.0026293469041560645,Telecommunications Services,Communication Services
WDS,Woodside Energy Group Ltd,Q4,2017,2017-12-31,0.1994172998936966,1.0568068348428519,0.019417475728155338,Oil & Gas Exploration & Production,Energy
WDS,Woodside Energy Group Ltd,Q2,2018,2018-06-30,0.15469821415115667,1.0991060394263592,0.034822983168891465,Oil & Gas Exploration & Production,Energy
WDS,Woodside Energy Group Ltd,Q4,2018,2018-12-31,0.15102628470171295,1.271542068910791,0.029911624745071377,Oil & Gas Exploration & Production,Energy
WMKGX,WesMark Large Company Fund,Q1,2019,2018-10-31,0.0,4.007396143504497,0.03380281690140845,Asset Management,Financial Services
WMKGX,WesMark Large Company Fund,Q2,2019,2019-01-31,0.0,4.02629895550216,0.033962264150943396,Asset Management,Financial Services
WPP,WPP plc,Q4,2017,2017-12-31,0.17558848342978006,0.5768354785129239,0.07428396385357634,Advertising Agencies,Communication Services
WPP,WPP plc,Q2,2018,2018-06-30,0.2060972969071421,0.6596396921768667,0.04650361694798485,Advertising Agencies,Communication Services
WPP,WPP plc,Q4,2018,2018-12-31,0.19664459056859485,0.9104309040839683,0.037512100677637945,Advertising Agencies,Communication Services
